VARIABLES = "X", "Y", "Z"
Zone T="vol0" I=9 J=9 K=9
DATAPACKING=POINT
4.163060 -0.022062 -0.022062 
4.176395 -0.079491 -0.103924 
4.189730 -0.079491 -0.103924 
4.203065 -0.079491 -0.103924 
4.216400 -0.079491 -0.103924 
4.229735 -0.079491 -0.103924 
4.243070 -0.079491 -0.103924 
4.256405 -0.079491 -0.103924 
4.269740 -0.022061 -0.022062 
4.163060 -0.016660 -0.022625 
4.176395 -0.067297 -0.108855 
4.189730 -0.067296 -0.108855 
4.203065 -0.067296 -0.108855 
4.216400 -0.067296 -0.108855 
4.229735 -0.067296 -0.108855 
4.243070 -0.067296 -0.108855 
4.256405 -0.067296 -0.108855 
4.269740 -0.016660 -0.022626 
4.163060 -0.011256 -0.023746 
4.176395 -0.046895 -0.117177 
4.189730 -0.046895 -0.117177 
4.203065 -0.046895 -0.117177 
4.216400 -0.046895 -0.117177 
4.229735 -0.046895 -0.117177 
4.243070 -0.046895 -0.117177 
4.256405 -0.046895 -0.117177 
4.269740 -0.011255 -0.023746 
4.163060 -0.005692 -0.024720 
4.176395 -0.024252 -0.122980 
4.189730 -0.024252 -0.122980 
4.203065 -0.024252 -0.122980 
4.216400 -0.024252 -0.122980 
4.229735 -0.024252 -0.122980 
4.243070 -0.024252 -0.122980 
4.256405 -0.024252 -0.122980 
4.269740 -0.005692 -0.024720 
4.163060 -0.000000 -0.025098 
4.176395 0.000000 -0.125096 
4.189730 0.000000 -0.125096 
4.203065 0.000000 -0.125096 
4.216400 0.000001 -0.125096 
4.229735 0.000001 -0.125096 
4.243070 0.000001 -0.125096 
4.256405 0.000001 -0.125096 
4.269740 0.000001 -0.025098 
4.163060 0.005692 -0.024720 
4.176395 0.024253 -0.122980 
4.189730 0.024253 -0.122980 
4.203065 0.024253 -0.122980 
4.216400 0.024253 -0.122980 
4.229735 0.024253 -0.122980 
4.243070 0.024253 -0.122980 
4.256405 0.024253 -0.122980 
4.269740 0.005693 -0.024719 
4.163060 0.011256 -0.023746 
4.176395 0.046896 -0.117177 
4.189730 0.046896 -0.117177 
4.203065 0.046896 -0.117177 
4.216400 0.046896 -0.117177 
4.229735 0.046896 -0.117177 
4.243070 0.046896 -0.117177 
4.256405 0.046896 -0.117177 
4.269740 0.011257 -0.023745 
4.163060 0.016660 -0.022625 
4.176395 0.067297 -0.108854 
4.189730 0.067297 -0.108854 
4.203065 0.067297 -0.108854 
4.216400 0.067297 -0.108854 
4.229735 0.067297 -0.108854 
4.243070 0.067297 -0.108854 
4.256405 0.067297 -0.108854 
4.269740 0.016661 -0.022625 
4.163060 0.022062 -0.022062 
4.176395 0.079491 -0.103923 
4.189730 0.079492 -0.103923 
4.203065 0.079492 -0.103923 
4.216400 0.079492 -0.103923 
4.229735 0.079492 -0.103923 
4.243070 0.079492 -0.103923 
4.256405 0.079492 -0.103923 
4.269740 0.022062 -0.022061 
4.163060 -0.122626 -0.017000 
4.176395 -0.122624 -0.016999 
4.189730 -0.122624 -0.016999 
4.203065 -0.122624 -0.016999 
4.216400 -0.122624 -0.016999 
4.229735 -0.122624 -0.016999 
4.243070 -0.122624 -0.016999 
4.256405 -0.122624 -0.016999 
4.269740 -0.122626 -0.017001 
4.163060 -0.017088 -0.017088 
4.176395 -0.017086 -0.017087 
4.189730 -0.017086 -0.017087 
4.203065 -0.017086 -0.017087 
4.216400 -0.017086 -0.017087 
4.229735 -0.017086 -0.017087 
4.243070 -0.017086 -0.017087 
4.256405 -0.017086 -0.017087 
4.269740 -0.017087 -0.017089 
4.163060 -0.011544 -0.017935 
4.176395 -0.011543 -0.017933 
